InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,YearMonth
540835,23084,RABBIT NIGHT LIGHT,44,2023-04-24,1.41,10149,Finland,62.04,2023,4,24,Monday,2023-04
536385,21212,PACK OF 72 RETROSPOT CAKE CASES,28,2022-11-15,0.46,10995,France,12.88,2022,11,15,Tuesday,2022-11
537479,23203,LUNCH BAG APPLE DESIGN,29,2022-04-12,1.67,10386,France,48.43,2022,4,12,Tuesday,2022-04
536662,22616,PACK OF 12 LONDON TISSUES,21,2023-07-08,0.74,10934,United Kingdom,15.54,2023,7,8,Saturday,2023-07
539593,21977,Unknown Product,10,2022-06-30,0.64,10096,Japan,6.4,2022,6,30,Thursday,2022-06
540285,22961,JAM MAKING SET PRINTED,35,2023-04-18,1.37,11415,Japan,47.95,2023,4,18,Tuesday,2023-04
537164,20725,LUNCH BAG RED RETROSPOT,8,2023-12-06,1.9,11183,Switzerland,15.2,2023,12,6,Wednesday,2023-12
536471,22382,LUNCH BOX WITH CUTLERY RETROSPOT,26,2023-12-16,2.95,11077,United Kingdom,76.7,2023,12,16,Saturday,2023-12
539152,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-04-11,3.98,11183,Portugal,15.92,2023,4,11,Tuesday,2023-04
538912,20725,LUNCH BAG RED RETROSPOT,12,2022-03-24,1.34,11488,Sweden,16.08,2022,3,24,Thursday,2022-03
540402,22457,NATURAL SLATE HEART CHALKBOARD,40,2022-12-02,2.46,10131,United Kingdom,98.4,2022,12,2,Friday,2022-12
536931,20725,LUNCH BAG RED RETROSPOT,8,2023-11-11,1.93,11293,United Kingdom,15.44,2023,11,11,Saturday,2023-11
536369,22423,REGENCY CAKESTAND 3 TIER,5,2022-01-22,13.78,10777,Belgium,68.9,2022,1,22,Saturday,2022-01
540399,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-10-07,5.77,11223,Netherlands,11.54,2023,10,7,Saturday,2023-10
537306,23203,LUNCH BAG APPLE DESIGN,46,2022-09-18,1.59,11206,France,73.14,2022,9,18,Sunday,2022-09
539893,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,34,2022-10-03,1.84,11151,Sweden,62.56,2022,10,3,Monday,2022-10
540522,22632,HAND WARMER RED POLKA DOT,36,2022-04-29,2.09,10989,Italy,75.24,2022,4,29,Friday,2022-04
536566,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2023-10-27,4.29,11365,United Kingdom,42.9,2023,10,27,Friday,2023-10
538137,23203,LUNCH BAG APPLE DESIGN,31,2023-03-18,1.68,10353,Italy,52.08,2023,3,18,Saturday,2023-03
537384,21212,PACK OF 72 RETROSPOT CAKE CASES,26,2023-11-17,0.63,10115,United Kingdom,16.38,2023,11,17,Friday,2023-11
538453,21929,JUMBO BAG PINK POLKADOT,47,2023-10-07,1.35,10007,Netherlands,63.45,2023,10,7,Saturday,2023-10
539649,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,30,2023-07-25,2.76,10107,Norway,82.8,2023,7,25,Tuesday,2023-07
538005,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2022-09-13,5.54,10297,Italy,38.78,2022,9,13,Tuesday,2022-09
538672,22197,SMALL POPCORN HOLDER,41,2023-10-22,0.71,10237,United Kingdom,29.11,2023,10,22,Sunday,2023-10
538067,23209,LUNCH BAG GINGHAM DESIGN,49,2023-01-03,1.93,10772,United Kingdom,94.57,2023,1,3,Tuesday,2023-01
536973,22720,SET OF 3 CAKE TINS PANTRY DESIGN,38,2022-10-24,5.71,10283,France,216.98,2022,10,24,Monday,2022-10
538384,22111,SCOTTIE DOG HOT WATER BOTTLE,43,2022-12-07,4.07,10943,Switzerland,175.01,2022,12,7,Wednesday,2022-12
539971,47566,PARTY BUNTING,8,2022-09-28,5.16,10903,Germany,41.28,2022,9,28,Wednesday,2022-09
538180,22632,HAND WARMER RED POLKA DOT,38,2022-10-03,2.5,11191,Netherlands,95.0,2022,10,3,Monday,2022-10
538781,22382,LUNCH BOX WITH CUTLERY RETROSPOT,48,2023-01-20,2.71,10477,Portugal,130.08,2023,1,20,Friday,2023-01
539829,20725,LUNCH BAG RED RETROSPOT,14,2022-05-04,1.91,11005,United Kingdom,26.74,2022,5,4,Wednesday,2022-05
539329,22423,REGENCY CAKESTAND 3 TIER,19,2022-10-21,10.34,11016,Australia,196.46,2022,10,21,Friday,2022-10
540022,23228,SPACESHIP LAMP,4,2023-12-16,2.49,10601,Norway,9.96,2023,12,16,Saturday,2023-12
538237,22382,LUNCH BOX WITH CUTLERY RETROSPOT,36,2023-04-21,2.59,10888,Australia,93.24,2023,4,21,Friday,2023-04
540619,22900,SET 2 TEA TOWELS I LOVE LONDON,7,2022-01-31,3.02,10752,Sweden,21.14,2022,1,31,Monday,2022-01
537266,22197,SMALL POPCORN HOLDER,42,2022-12-15,0.62,10510,France,26.04,2022,12,15,Thursday,2022-12
538038,21258,VICTORIAN SEWING BOX LARGE,34,2022-07-11,8.59,11122,Germany,292.06,2022,7,11,Monday,2022-07
536637,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29,2023-12-05,2.73,11202,Japan,79.17,2023,12,5,Tuesday,2023-12
537271,85099B,JUMBO BAG RED RETROSPOT,44,2022-08-24,1.49,10366,United Kingdom,65.56,2022,8,24,Wednesday,2022-08
538195,21217,RED RETROSPOT MINI CASES,24,2022-12-09,0.87,10011,Denmark,20.88,2022,12,9,Friday,2022-12
539952,22726,ALARM CLOCK BAKELIKE RED,5,2022-12-08,3.38,10267,United Kingdom,16.9,2022,12,8,Thursday,2022-12
540374,20725,LUNCH BAG RED RETROSPOT,5,2023-05-09,1.42,11042,United Kingdom,7.1,2023,5,9,Tuesday,2023-05
536663,47566,PARTY BUNTING,9,2022-12-27,5.84,10052,Switzerland,52.56,2022,12,27,Tuesday,2022-12
538738,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2023-09-07,0.49,11381,Japan,0.98,2023,9,7,Thursday,2023-09
540498,20719,WOODLAND CHARLOTTE BAG,33,2023-08-28,0.82,11168,Belgium,27.06,2023,8,28,Monday,2023-08
540850,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2022-05-22,3.26,11027,United Kingdom,39.12,2022,5,22,Sunday,2022-05
536766,23166,MEDIUM CERAMIC TOP STORAGE JAR,19,2023-10-13,1.4,11353,United Kingdom,26.6,2023,10,13,Friday,2023-10
537920,22423,REGENCY CAKESTAND 3 TIER,22,2023-12-17,12.72,10992,United Kingdom,279.84,2023,12,17,Sunday,2023-12
539181,22629,SPACEBOY LUNCH BOX,44,2022-11-04,1.7,10505,United Kingdom,74.8,2022,11,4,Friday,2022-11
540596,20719,WOODLAND CHARLOTTE BAG,11,2023-10-03,1.01,11214,Germany,11.11,2023,10,3,Tuesday,2023-10
537783,22457,NATURAL SLATE HEART CHALKBOARD,3,2022-12-21,1.77,10186,Sweden,5.31,2022,12,21,Wednesday,2022-12
537188,22961,JAM MAKING SET PRINTED,38,2023-05-09,1.18,11415,France,44.84,2023,5,9,Tuesday,2023-05
538002,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12,2023-08-20,0.59,11161,United Kingdom,7.08,2023,8,20,Sunday,2023-08
540670,23228,SPACESHIP LAMP,10,2022-11-16,2.61,10268,United Kingdom,26.1,2022,11,16,Wednesday,2022-11
538409,22900,SET 2 TEA TOWELS I LOVE LONDON,39,2023-10-19,3.29,10560,Singapore,128.31,2023,10,19,Thursday,2023-10
538985,21977,PACK OF 60 PINK PAISLEY CAKE CASES,36,2022-10-04,0.48,10569,Sweden,17.28,2022,10,4,Tuesday,2022-10
540513,23355,HOT WATER BOTTLE KEEP CALM,1,2023-10-13,5.49,10016,United Kingdom,5.49,2023,10,13,Friday,2023-10
539340,85099B,JUMBO BAG RED RETROSPOT,6,2022-11-16,1.44,10429,Spain,8.64,2022,11,16,Wednesday,2022-11
540105,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2022-10-25,4.38,10191,Netherlands,21.9,2022,10,25,Tuesday,2022-10
537355,22144,FINISH LINE ENAMEL MUG,18,2022-11-29,0.87,10841,Italy,15.66,2022,11,29,Tuesday,2022-11
540614,22469,HEART OF WICKER SMALL,11,2023-10-20,1.51,10949,United Kingdom,16.61,2023,10,20,Friday,2023-10
537751,20725,LUNCH BAG RED RETROSPOT,17,2023-01-29,1.83,10644,United Kingdom,31.11,2023,1,29,Sunday,2023-01
540801,22197,SMALL POPCORN HOLDER,22,2023-01-28,0.73,11192,Sweden,16.06,2023,1,28,Saturday,2023-01
539500,22382,LUNCH BOX WITH CUTLERY RETROSPOT,43,2023-07-18,3.05,11113,Germany,131.15,2023,7,18,Tuesday,2023-07
538191,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42,2022-09-30,2.75,10174,Switzerland,115.5,2022,9,30,Friday,2022-09
540194,22197,SMALL POPCORN HOLDER,40,2022-11-03,0.67,11458,United Kingdom,26.8,2022,11,3,Thursday,2022-11
539317,22175,GIN + TONIC DIET METAL SIGN,29,2022-05-15,1.72,10092,Norway,49.88,2022,5,15,Sunday,2022-05
537568,22629,SPACEBOY LUNCH BOX,13,2022-11-21,2.0,10974,United Kingdom,26.0,2022,11,21,Monday,2022-11
537215,85099B,JUMBO BAG RED RETROSPOT,9,2022-09-06,1.52,11420,USA,13.68,2022,9,6,Tuesday,2022-09
539202,20727,LUNCH BAG BLACK SKULL,12,2022-11-18,1.86,10710,Australia,22.32,2022,11,18,Friday,2022-11
538908,21064,WOOD S/3 CABINET ANT WHITE,28,2023-01-19,15.92,10191,United Kingdom,445.76,2023,1,19,Thursday,2023-01
536752,21929,JUMBO BAG PINK POLKADOT,35,2022-11-28,1.69,10710,United Kingdom,59.15,2022,11,28,Monday,2022-11
536746,21929,JUMBO BAG PINK POLKADOT,4,2022-11-18,1.53,11109,Germany,6.12,2022,11,18,Friday,2022-11
539908,22616,PACK OF 12 LONDON TISSUES,10,2023-10-02,0.83,10381,Sweden,8.3,2023,10,2,Monday,2023-10
537769,22144,FINISH LINE ENAMEL MUG,12,2023-12-12,0.96,10815,United Kingdom,11.52,2023,12,12,Tuesday,2023-12
538415,20719,WOODLAND CHARLOTTE BAG,12,2023-10-18,0.77,10833,France,9.24,2023,10,18,Wednesday,2023-10
540219,23209,LUNCH BAG GINGHAM DESIGN,44,2023-12-02,1.58,10316,Netherlands,69.52,2023,12,2,Saturday,2023-12
540610,22111,SCOTTIE DOG HOT WATER BOTTLE,14,2022-11-04,4.74,10641,Germany,66.36,2022,11,4,Friday,2022-11
538008,23355,HOT WATER BOTTLE KEEP CALM,19,2023-05-21,5.24,10995,Norway,99.56,2023,5,21,Sunday,2023-05
538991,22197,SMALL POPCORN HOLDER,33,2023-10-27,0.84,11175,Japan,27.72,2023,10,27,Friday,2023-10
540132,21217,RED RETROSPOT MINI CASES,15,2022-12-13,0.95,10924,United Kingdom,14.25,2022,12,13,Tuesday,2022-12
537647,22629,SPACEBOY LUNCH BOX,37,2023-04-14,1.6,10310,France,59.2,2023,4,14,Friday,2023-04
539580,22726,ALARM CLOCK BAKELIKE RED,27,2023-05-17,3.72,11194,United Kingdom,100.44,2023,5,17,Wednesday,2023-05
539062,22726,ALARM CLOCK BAKELIKE RED,7,2023-03-03,4.37,11402,Spain,30.59,2023,3,3,Friday,2023-03
538069,22469,HEART OF WICKER SMALL,1,2023-05-15,1.35,10446,Sweden,1.35,2023,5,15,Monday,2023-05
539043,22726,ALARM CLOCK BAKELIKE RED,27,2022-12-30,4.22,11311,United Kingdom,113.94,2022,12,30,Friday,2022-12
540291,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2022-07-15,4.93,11108,Singapore,14.79,2022,7,15,Friday,2022-07
537851,23228,SPACESHIP LAMP,49,2023-01-10,2.86,11356,United Kingdom,140.14,2023,1,10,Tuesday,2023-01
538501,22175,GIN + TONIC DIET METAL SIGN,7,2023-06-26,2.34,10656,Germany,16.38,2023,6,26,Monday,2023-06
538838,20719,WOODLAND CHARLOTTE BAG,30,2022-11-22,0.7,10513,United Kingdom,21.0,2022,11,22,Tuesday,2022-11
537747,22144,FINISH LINE ENAMEL MUG,4,2023-10-28,0.92,10821,Belgium,3.68,2023,10,28,Saturday,2023-10
540705,22382,LUNCH BOX WITH CUTLERY RETROSPOT,39,2023-12-22,2.7,10459,Norway,105.3,2023,12,22,Friday,2023-12
540832,22457,NATURAL SLATE HEART CHALKBOARD,12,2023-05-24,2.18,10021,France,26.16,2023,5,24,Wednesday,2023-05
539534,20727,LUNCH BAG BLACK SKULL,7,2022-10-11,1.82,10825,Switzerland,12.74,2022,10,11,Tuesday,2022-10
538796,22197,SMALL POPCORN HOLDER,40,2023-01-19,0.81,10477,Japan,32.4,2023,1,19,Thursday,2023-01
538730,23209,LUNCH BAG GINGHAM DESIGN,23,2023-05-11,1.96,11326,United Kingdom,45.08,2023,5,11,Thursday,2023-05
539659,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2023-10-11,0.64,10592,France,0.64,2023,10,11,Wednesday,2023-10
536397,22457,NATURAL SLATE HEART CHALKBOARD,4,2023-12-02,2.03,10205,United Kingdom,8.12,2023,12,2,Saturday,2023-12
540641,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,49,2023-05-18,1.54,11190,Norway,75.46,2023,5,18,Thursday,2023-05
537150,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2022-12-30,3.79,11134,United Kingdom,37.9,2022,12,30,Friday,2022-12
539414,22423,REGENCY CAKESTAND 3 TIER,19,2022-11-26,10.32,10393,United Kingdom,196.08,2022,11,26,Saturday,2022-11
537655,20725,LUNCH BAG RED RETROSPOT,3,2023-10-13,1.59,10617,Netherlands,4.77,2023,10,13,Friday,2023-10
538774,23209,LUNCH BAG GINGHAM DESIGN,3,2022-05-29,1.35,10012,Belgium,4.05,2022,5,29,Sunday,2022-05
536897,23203,LUNCH BAG APPLE DESIGN,19,2023-03-20,1.89,11052,United Kingdom,35.91,2023,3,20,Monday,2023-03
537544,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2023-09-01,3.23,10547,USA,48.45,2023,9,1,Friday,2023-09
538807,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2023-10-16,2.48,10865,United Kingdom,37.2,2023,10,16,Monday,2023-10
538477,22616,PACK OF 12 LONDON TISSUES,11,2023-10-10,0.81,11244,Portugal,8.91,2023,10,10,Tuesday,2023-10
539758,22382,LUNCH BOX WITH CUTLERY RETROSPOT,36,2022-10-06,2.71,10501,Sweden,97.56,2022,10,6,Thursday,2022-10
538382,23355,HOT WATER BOTTLE KEEP CALM,35,2022-11-11,5.41,10707,United Kingdom,189.35,2022,11,11,Friday,2022-11
537245,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-11-11,5.09,11088,United Kingdom,30.54,2023,11,11,Saturday,2023-11
537165,20727,LUNCH BAG BLACK SKULL,21,2022-11-07,1.8,10461,Netherlands,37.8,2022,11,7,Monday,2022-11
539000,22961,JAM MAKING SET PRINTED,29,2022-08-26,1.64,10236,Australia,47.56,2022,8,26,Friday,2022-08
540034,21258,VICTORIAN SEWING BOX LARGE,43,2022-06-10,8.69,10136,United Kingdom,373.67,2022,6,10,Friday,2022-06
540611,23355,HOT WATER BOTTLE KEEP CALM,47,2023-03-08,3.77,10863,Belgium,177.19,2023,3,8,Wednesday,2023-03
539586,22111,SCOTTIE DOG HOT WATER BOTTLE,10,2022-10-21,4.49,10787,United Kingdom,44.9,2022,10,21,Friday,2022-10
539763,22144,FINISH LINE ENAMEL MUG,22,2022-10-20,1.21,10082,Spain,26.62,2022,10,20,Thursday,2022-10
536484,21930,JUMBO STORAGE BAG SUKI,27,2023-12-08,2.03,10247,United Kingdom,54.81,2023,12,8,Friday,2023-12
540860,20725,LUNCH BAG RED RETROSPOT,49,2022-12-18,1.94,10607,United Kingdom,95.06,2022,12,18,Sunday,2022-12
538764,23203,LUNCH BAG APPLE DESIGN,7,2022-11-30,1.44,11262,Denmark,10.08,2022,11,30,Wednesday,2022-11
538304,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,7,2022-07-28,2.86,10046,United Kingdom,20.02,2022,7,28,Thursday,2022-07
540842,22111,SCOTTIE DOG HOT WATER BOTTLE,41,2023-04-07,3.95,10388,Portugal,161.95,2023,4,7,Friday,2023-04
537161,22632,HAND WARMER RED POLKA DOT,37,2022-12-21,1.78,10909,Finland,65.86,2022,12,21,Wednesday,2022-12
540850,85099B,JUMBO BAG RED RETROSPOT,39,2022-10-18,1.36,11142,United Kingdom,53.04,2022,10,18,Tuesday,2022-10
539655,22175,GIN + TONIC DIET METAL SIGN,49,2023-10-19,1.98,10124,Germany,97.02,2023,10,19,Thursday,2023-10
538353,23166,MEDIUM CERAMIC TOP STORAGE JAR,38,2022-05-28,1.43,11143,Sweden,54.34,2022,5,28,Saturday,2022-05
536513,23228,SPACESHIP LAMP,32,2023-11-04,2.25,11228,Germany,72.0,2023,11,4,Saturday,2023-11
537477,20719,WOODLAND CHARLOTTE BAG,21,2022-10-08,0.84,11470,United Kingdom,17.64,2022,10,8,Saturday,2022-10
538427,22175,GIN + TONIC DIET METAL SIGN,30,2023-06-10,2.38,10296,Australia,71.4,2023,6,10,Saturday,2023-06
540798,23228,SPACESHIP LAMP,11,2023-04-04,2.14,10425,United Kingdom,23.54,2023,4,4,Tuesday,2023-04
539761,22726,ALARM CLOCK BAKELIKE RED,2,2022-04-07,3.85,10624,United Kingdom,7.7,2022,4,7,Thursday,2022-04
537285,20725,LUNCH BAG RED RETROSPOT,28,2022-12-21,1.52,11238,United Kingdom,42.56,2022,12,21,Wednesday,2022-12
539429,22111,SCOTTIE DOG HOT WATER BOTTLE,7,2023-07-04,4.06,10414,Australia,28.42,2023,7,4,Tuesday,2023-07
540512,23084,RABBIT NIGHT LIGHT,40,2022-10-16,1.5,10317,United Kingdom,60.0,2022,10,16,Sunday,2022-10
538909,22423,REGENCY CAKESTAND 3 TIER,38,2022-10-24,11.69,10658,United Kingdom,444.22,2022,10,24,Monday,2022-10
539383,22175,GIN + TONIC DIET METAL SIGN,22,2022-01-08,2.4,10280,Canada,52.8,2022,1,8,Saturday,2022-01
538949,22961,JAM MAKING SET PRINTED,34,2023-11-22,1.22,11209,Germany,41.48,2023,11,22,Wednesday,2023-11
538427,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,23,2022-10-28,1.87,10704,USA,43.01,2022,10,28,Friday,2022-10
539061,20725,LUNCH BAG RED RETROSPOT,15,2023-06-12,1.64,10467,United Kingdom,24.6,2023,6,12,Monday,2023-06
539381,21977,PACK OF 60 PINK PAISLEY CAKE CASES,39,2022-11-21,0.61,10654,Germany,23.79,2022,11,21,Monday,2022-11
540746,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,19,2023-10-05,2.24,10336,United Kingdom,42.56,2023,10,5,Thursday,2023-10
536383,20725,LUNCH BAG RED RETROSPOT,17,2022-01-05,1.78,11227,United Kingdom,30.26,2022,1,5,Wednesday,2022-01
539214,21929,JUMBO BAG PINK POLKADOT,44,2023-03-28,1.42,10463,Singapore,62.48,2023,3,28,Tuesday,2023-03
536404,22197,SMALL POPCORN HOLDER,32,2022-04-18,0.6,10681,Netherlands,19.2,2022,4,18,Monday,2022-04
540232,21212,PACK OF 72 RETROSPOT CAKE CASES,21,2023-07-07,0.46,11122,United Kingdom,9.66,2023,7,7,Friday,2023-07
538925,22632,HAND WARMER RED POLKA DOT,38,2022-02-20,2.41,11404,United Kingdom,91.58,2022,2,20,Sunday,2022-02
540495,22111,SCOTTIE DOG HOT WATER BOTTLE,48,2022-02-15,5.25,10959,United Kingdom,252.0,2022,2,15,Tuesday,2022-02
538775,85099B,JUMBO BAG RED RETROSPOT,13,2023-08-23,1.48,10367,Germany,19.24,2023,8,23,Wednesday,2023-08
536916,22382,LUNCH BOX WITH CUTLERY RETROSPOT,35,2022-04-09,2.41,10573,Germany,84.35,2022,4,9,Saturday,2022-04
539977,22197,SMALL POPCORN HOLDER,4,2023-11-13,0.7,10178,Spain,2.8,2023,11,13,Monday,2023-11
537629,22457,NATURAL SLATE HEART CHALKBOARD,13,2022-04-07,1.86,10621,Sweden,24.18,2022,4,7,Thursday,2022-04
537907,21930,JUMBO STORAGE BAG SUKI,12,2023-10-27,1.78,10424,Switzerland,21.36,2023,10,27,Friday,2023-10
538422,84997C,Unknown Product,27,2023-03-12,1.14,10489,Germany,30.78,2023,3,12,Sunday,2023-03
537702,22720,SET OF 3 CAKE TINS PANTRY DESIGN,39,2022-12-26,4.28,11108,United Kingdom,166.92,2022,12,26,Monday,2022-12
540120,21929,JUMBO BAG PINK POLKADOT,28,2023-05-29,1.62,10259,United Kingdom,45.36,2023,5,29,Monday,2023-05
536669,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2023-01-28,2.1,10903,United Kingdom,52.5,2023,1,28,Saturday,2023-01
540172,22423,REGENCY CAKESTAND 3 TIER,8,2023-10-17,10.2,10018,United Kingdom,81.6,2023,10,17,Tuesday,2023-10
540421,22423,REGENCY CAKESTAND 3 TIER,29,2023-10-11,14.0,11090,Australia,406.0,2023,10,11,Wednesday,2023-10
539828,22961,JAM MAKING SET PRINTED,14,2023-06-25,1.7,11287,Norway,23.8,2023,6,25,Sunday,2023-06
536669,20725,LUNCH BAG RED RETROSPOT,17,2023-12-10,1.98,11015,Netherlands,33.66,2023,12,10,Sunday,2023-12
538695,21930,JUMBO STORAGE BAG SUKI,42,2022-09-19,2.39,10250,Italy,100.38,2022,9,19,Monday,2022-09
539792,84406B,CREAM CUPID HEARTS COAT HANGER,36,2022-03-21,2.71,10015,Netherlands,97.56,2022,3,21,Monday,2022-03
539946,22629,SPACEBOY LUNCH BOX,14,2023-10-25,2.29,11155,Australia,32.06,2023,10,25,Wednesday,2023-10
538401,22616,PACK OF 12 LONDON TISSUES,32,2023-03-31,0.84,11257,Finland,26.88,2023,3,31,Friday,2023-03
536721,84997C,RECYCLED ACRYLIC BEAD NECKLACE,13,2023-01-01,1.03,10671,Japan,13.39,2023,1,1,Sunday,2023-01
538095,22900,SET 2 TEA TOWELS I LOVE LONDON,37,2022-10-02,3.01,10393,United Kingdom,111.37,2022,10,2,Sunday,2022-10
540767,47566,PARTY BUNTING,46,2023-08-06,5.56,10482,Finland,255.76,2023,8,6,Sunday,2023-08
536734,21212,PACK OF 72 RETROSPOT CAKE CASES,26,2022-09-28,0.66,10612,Spain,17.16,2022,9,28,Wednesday,2022-09
538581,22616,PACK OF 12 LONDON TISSUES,42,2022-11-04,0.77,10590,United Kingdom,32.34,2022,11,4,Friday,2022-11
539202,22632,HAND WARMER RED POLKA DOT,40,2023-11-11,2.39,10456,Norway,95.6,2023,11,11,Saturday,2023-11
540150,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2022-11-24,4.42,10121,France,53.04,2022,11,24,Thursday,2022-11
539763,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2023-10-15,3.2,10949,Germany,140.8,2023,10,15,Sunday,2023-10
540764,23166,MEDIUM CERAMIC TOP STORAGE JAR,17,2022-05-13,1.38,10543,United Kingdom,23.46,2022,5,13,Friday,2022-05
537015,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2022-05-24,2.91,10646,Japan,46.56,2022,5,24,Tuesday,2022-05
540690,22629,SPACEBOY LUNCH BOX,14,2022-12-18,1.88,10762,United Kingdom,26.32,2022,12,18,Sunday,2022-12
537890,23084,RABBIT NIGHT LIGHT,10,2023-06-29,1.39,10512,United Kingdom,13.9,2023,6,29,Thursday,2023-06
536871,23084,RABBIT NIGHT LIGHT,37,2022-09-21,2.01,10374,Sweden,74.37,2022,9,21,Wednesday,2022-09
537091,23084,RABBIT NIGHT LIGHT,49,2023-11-07,1.92,10692,Spain,94.08,2023,11,7,Tuesday,2023-11
537996,20727,LUNCH BAG BLACK SKULL,23,2023-01-18,1.94,10675,Germany,44.62,2023,1,18,Wednesday,2023-01
539933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2022-08-12,2.84,10980,USA,136.32,2022,8,12,Friday,2022-08
536699,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,22,2022-09-20,1.89,11177,Netherlands,41.58,2022,9,20,Tuesday,2022-09
539713,22382,LUNCH BOX WITH CUTLERY RETROSPOT,36,2023-03-14,2.49,11334,United Kingdom,89.64,2023,3,14,Tuesday,2023-03
538336,22382,LUNCH BOX WITH CUTLERY RETROSPOT,43,2022-11-17,2.24,10609,United Kingdom,96.32,2022,11,17,Thursday,2022-11
538987,21930,JUMBO STORAGE BAG SUKI,4,2022-12-18,2.28,11132,United Kingdom,9.12,2022,12,18,Sunday,2022-12
538233,22726,ALARM CLOCK BAKELIKE RED,10,2022-09-22,3.32,11424,Finland,33.2,2022,9,22,Thursday,2022-09
537048,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2022-03-15,2.59,10200,Germany,44.03,2022,3,15,Tuesday,2022-03
537249,22086,Unknown Product,22,2023-12-02,2.12,10050,USA,46.64,2023,12,2,Saturday,2023-12
536708,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2022-06-05,2.33,10425,Australia,4.66,2022,6,5,Sunday,2022-06
538491,22469,HEART OF WICKER SMALL,20,2022-12-23,1.17,11091,France,23.4,2022,12,23,Friday,2022-12
537897,20727,LUNCH BAG BLACK SKULL,9,2022-11-27,1.69,11391,Australia,15.21,2022,11,27,Sunday,2022-11
540709,22616,PACK OF 12 LONDON TISSUES,6,2023-02-05,0.89,10512,Australia,5.34,2023,2,5,Sunday,2023-02
540731,22175,GIN + TONIC DIET METAL SIGN,45,2023-02-21,2.15,10836,USA,96.75,2023,2,21,Tuesday,2023-02
538393,23166,MEDIUM CERAMIC TOP STORAGE JAR,9,2023-06-16,1.31,10443,Spain,11.79,2023,6,16,Friday,2023-06
537490,22197,SMALL POPCORN HOLDER,26,2022-06-12,0.81,10593,Finland,21.06,2022,6,12,Sunday,2022-06
540461,20727,LUNCH BAG BLACK SKULL,40,2023-10-21,1.65,10409,United Kingdom,66.0,2023,10,21,Saturday,2023-10
537093,22423,REGENCY CAKESTAND 3 TIER,32,2023-11-21,11.12,10635,United Kingdom,355.84,2023,11,21,Tuesday,2023-11
537569,22726,ALARM CLOCK BAKELIKE RED,2,2022-06-11,3.07,10138,United Kingdom,6.14,2022,6,11,Saturday,2022-06
537549,21212,PACK OF 72 RETROSPOT CAKE CASES,47,2022-12-18,0.51,11317,Japan,23.97,2022,12,18,Sunday,2022-12
539526,85099B,JUMBO BAG RED RETROSPOT,39,2023-12-02,1.82,11422,United Kingdom,70.98,2023,12,2,Saturday,2023-12
536879,21929,JUMBO BAG PINK POLKADOT,35,2022-06-04,1.86,10501,United Kingdom,65.1,2022,6,4,Saturday,2022-06
539957,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,49,2023-10-27,2.99,10177,United Kingdom,146.51,2023,10,27,Friday,2023-10
538724,21217,RED RETROSPOT MINI CASES,44,2023-03-23,0.9,11493,United Kingdom,39.6,2023,3,23,Thursday,2023-03
539605,22720,SET OF 3 CAKE TINS PANTRY DESIGN,28,2023-12-13,5.08,11198,United Kingdom,142.24,2023,12,13,Wednesday,2023-12
539707,84406B,CREAM CUPID HEARTS COAT HANGER,36,2022-10-27,3.23,10608,United Kingdom,116.28,2022,10,27,Thursday,2022-10
539802,21064,WOOD S/3 CABINET ANT WHITE,37,2023-02-04,20.12,10122,Switzerland,744.44,2023,2,4,Saturday,2023-02
537883,22616,PACK OF 12 LONDON TISSUES,33,2022-01-03,0.9,11364,Finland,29.7,2022,1,3,Monday,2022-01
